"HY_antiguedad","HY_metros_totales","HY_num_banos","HY_num_terrazas","HY_ascensor","HY_trastero","HY_num_garajes","HY_precio","HY_precio_anterior","IDEA_pc_industria","IDEA_pc_oficina","IDEA_pc_otros","IDEA_ind_tienda","IDEA_ind_riqueza","IDEA_rent_alquiler","IDEA_ind_liquidez","IDEA_unitprice_sale_residential","IDEA_price_sale_residential","IDEA_stock_sale_residential","IDEA_demand_sale_residential","IDEA_unitprice_rent_residential","IDEA_price_rent_residential","IDEA_stock_rent_residential","IDEA_demand_rent_residential","GA_page_views","GA_mean_bounce","GA_exit_rate","GA_quincena_ini","GA_quincena_ult","img_count","precio_metros","TARGET","HY_provincia_","HY_provincia_A.Coruña","HY_provincia_Albacete","HY_provincia_Alicante","HY_provincia_Almería","HY_provincia_Asturias","HY_provincia_Avila","HY_provincia_Badajoz","HY_provincia_Baleares","HY_provincia_Barcelona","HY_provincia_Burgos","HY_provincia_Cáceres","HY_provincia_Cádiz","HY_provincia_Castellón","HY_provincia_Ciudad.Real","HY_provincia_Córdoba","HY_provincia_Cuenca","HY_provincia_Gerona","HY_provincia_Granada","HY_provincia_Guadalajara","HY_provincia_Huelva","HY_provincia_Huesca","HY_provincia_Jaén","HY_provincia_La.Rioja","HY_provincia_Las.Palmas","HY_provincia_León","HY_provincia_Lérida","HY_provincia_Madrid","HY_provincia_Málaga","HY_provincia_Murcia","HY_provincia_Navarra","HY_provincia_Palencia","HY_provincia_Pontevedra","HY_provincia_Segovia","HY_provincia_Sevilla","HY_provincia_Soria","HY_provincia_Tarragona","HY_provincia_Tenerife","HY_provincia_Teruel","HY_provincia_Toledo","HY_provincia_Valencia","HY_provincia_Valladolid","HY_provincia_Zaragoza","HY_tipo_Almacén","HY_tipo_Aparcamiento","HY_tipo_Ático","HY_tipo_Casa.de.pueblo","HY_tipo_Chalet.adosado","HY_tipo_Chalet.independiente","HY_tipo_Chalet.pareado","HY_tipo_Dúplex","HY_tipo_Edificio.comercial","HY_tipo_Edificio.turístico","HY_tipo_Garaje","HY_tipo_Local","HY_tipo_Nave.adosada","HY_tipo_Nave.aislada","HY_tipo_Oficina","HY_tipo_Otro","HY_tipo_Piso","HY_tipo_Solar","HY_tipo_Suelo.rústico.no.urbanizable","HY_tipo_Trastero","HY_cert_energ_B","HY_cert_energ_C","HY_cert_energ_D","HY_cert_energ_E","HY_cert_energ_F","HY_cert_energ_G"
0,1.59340659340659e-05,0,0,0,0,0,0.554671763199536,0.000311321284960685,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.00109505037231713,0.05,0.1167,0,0.782608695652174,0.2,0.0603866978448837,5.18766509644444,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,5.98901098901099e-05,0.227670248696953,1,0,0,0,0.682866591167194,0.00343783153292506,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0.140166447656592,0.328,0.1737,0,0.891304347826087,0.8,0.0197793761393894,4.18143926907303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0.00029060989010989,0.36084880671453,0,0,0,1,0.772868991534315,0.00947030981219241,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0654110089064097,0.3094,0.1494,0,1,1,0.00461346602521367,4.28013232699254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0.000119434065934066,0.36084880671453,0,0,0,1,0.728790418302073,0.00463784065299437,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0.0494232734705796,0.1164,0.1415,0,1,1,0.0105853755470774,4.15182699763546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,4.96263736263736e-05,0.227670248696953,0,0,0,0,0.670757292856354,0.00181619758688544,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0.0175938093152285,0.0652,0.0519,0,1,1,0.0234468603111683,3.83708391876365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,7.99010989010989e-05,0.36084880671453,0,1,0,0,0.691442586265126,0.00253620305892703,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0.0282522996057819,0.3344,0.232,0,1,0.9,0.0150118842058545,4.49847544731713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0,6.3021978021978e-05,0.36084880671453,0,1,1,1,0.688683527199396,0.00250052711211416,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0.0183238428967733,0.0455,0.059,0,1,1,0.018956558651409,4.40964180170686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1,0.000234615384615385,0.227670248696953,0,0,0,1,0.688318390134344,0.00243566175427258,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0.0215359906555702,0.1356,0.1665,0,1,0.5,0.00508937813485187,4.09551054886207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,9.17582417582418e-05,0.227670248696953,0,0,0,0,0.701243666344495,0.00297080095646565,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0.0210249671484888,0.0784,0.1398,0,1,0.6,0.0132573188717538,3.69262244039277,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,0.00010956043956044,0.227670248696953,0,0,0,0,0.727345426966553,0.00424864850594486,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0.00781135932252884,0.0938,0.0911,0,0.956521739130435,1,0.0115164540831439,4.11773551501268,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,4.96978021978022e-05,0.227670248696953,0,1,0,0,0.702055601668195,0.00282809716921416,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0.127317856621405,0.4878,0.3098,0,1,1,0.0245056462182689,4.63792775022626,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,3.24450549450549e-05,0.36084880671453,0,0,0,0,0.641057851148347,0.00112213825798049,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0.0375237260914002,0.17,0.1091,0,1,1,0.0342752430566198,4.28386238588665,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,2.33516483516484e-05,0.227670248696953,0,0,0,0,0.634208826848839,0.00100538061386564,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0.0116075339465615,0.0435,0.0732,0,0.978260869565217,1,0.0471136307490002,4.10594369806545,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1,6.8e-05,0.36084880671453,0,1,0,0,0.697412573492684,0.00279242122240129,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0298583734851803,0.2021,0.0796,0.0217391304347826,0.978260869565217,1,0.0177915052830243,4.00878667386045,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1,4.41043956043956e-05,0.227670248696953,0,1,0,0,0.668149696144356,0.00173835915747554,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.00598627536866696,0.0625,0.0881,0.0869565217391304,1,1,0.0262799015521457,4.20260088099195,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1,4.41043956043956e-05,0.227670248696953,0,1,0,0,0.66764030896942,0.00172538608590723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000876040297853701,0.1,0.1,0.434782608695652,0.91304347826087,1,0.0262598661545596,4.27597143333338,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1,4.43516483516484e-05,0.227670248696953,0,1,0,0,0.681858580972761,0.00216971378712208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000584026865235801,0,0.1,0.41304347826087,0.869565217391304,1,0.0266695924324179,4.21950770517611,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1,4.35714285714286e-05,0.227670248696953,0,1,0,0,0.667895526608464,0.00173511588958346,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.00124105708862608,0.0769,0.3077,0.304347826086957,0.934782608695652,1,0.026591238732012,3.25501487148407,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1,0.000108269230769231,0.36084880671453,0,0,0,0,0.700571340518281,0.00327891140621317,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.00496422835450431,0.0397,0.2351,0.0217391304347826,0.956521739130435,1,0.0112248138998894,4.70718511139482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,6.27472527472527e-05,0.227670248696953,0,0,1,0,0.694250477124516,0.00270160972142307,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0.0273032559497737,0.2121,0.1086,0.195652173913043,1,0.5,0.0191934614470519,4.36144120106477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,3.3978021978022e-05,0.227670248696953,0,0,0,1,0.666348191606205,0.00169295340698643,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0665060592787268,0.1243,0.1147,0,1,0.8,0.0340200513049107,3.7912103852114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1,3.98901098901099e-05,0.36084880671453,0,1,1,1,0.671842057421843,0.00184863026580624,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0153307052124398,0.1111,0.104,0.0217391304347826,1,0.9,0.0292168767339237,3.55363230470591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1,3.25659340659341e-05,0.227670248696953,0,1,1,1,0.660030195732623,0.00152754674449039,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.00423419477295956,0,0.1127,0.0434782608695652,0.978260869565217,0.9,0.0351586425566736,5.01628596560507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1,5.50879120879121e-05,0.36084880671453,0,1,1,1,0.692048937087677,0.00256214920206367,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.00350416119141481,0.12,0.148,0.0217391304347826,0.978260869565217,0.9,0.0217927645821132,4.36627827770574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1,4.77142857142857e-05,0.227670248696953,0,1,1,1,0.686270696938872,0.00233512044961812,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.00255511753540663,0,0.0174,0.152173913043478,0.956521739130435,0.9,0.0249504775430649,2.63044895507866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1,4.36978021978022e-05,0.227670248696953,0,1,0,0,0.685795709834845,0.0022443089486399,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.107679953277851,0.3365,0.2614,0,0.978260869565217,0.8,0.0272249445072474,4.25915253652335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,6.67197802197802e-05,0.36084880671453,0,1,0,0,0.679896918458716,0.00295134134911317,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0229230544605052,0.141,0.2263,0.0434782608695652,0.934782608695652,1,0.0176774777581766,4.35336992542408,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0,6.67197802197802e-05,0.36084880671453,0,1,0,0,0.679896918458716,0.00295134134911317,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.00605927872682143,0.125,0.2368,0.391304347826087,0.91304347826087,0.7,0.0176774777581766,5.18699466790377,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0,0.00023793956043956,0,0,0,0,0,0.763561531039616,0.0121881683057548,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.00839538618776464,0.0897,0.2531,0,1,0.4,0.00556684614900645,3.96233581930174,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1,4.92692307692308e-05,0.36084880671453,0,1,0,0,0.716739904653976,0.00382702367997456,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0242371149072857,0.0815,0.0776,0,1,0.7,0.0252358325214517,3.43527669531502,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1,6.66758241758242e-05,0.36084880671453,0,1,0,0,0.717886065053316,0.00389188903781615,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0111695137976347,0.1053,0.1079,0.0434782608695652,1,0.7,0.0186775094289791,4.28151545307749,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1,4.92692307692308e-05,0.36084880671453,0,1,0,0,0.716739904653976,0.00382702367997456,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.00153307052124398,0.0909,0.1212,0.152173913043478,0.978260869565217,0.7,0.0252358325214517,3.56925096665841,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1,6.48516483516483e-05,0.36084880671453,0,1,0,0,0.73723308728947,0.005318926910331,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.00737333917360199,0.3235,0.2925,0.0217391304347826,1,0.7,0.0197203960552492,4.18585967105787,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1,3.63626373626374e-05,0.227670248696953,0,1,0,1,0.685604689588292,0.00230917430648149,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.00489122499634983,0,0.1586,0.0869565217391304,1,0.7,0.0327077175275482,4.05525717351405,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
